"order_id";"customer_id";"product_id";"quantity";"unit_price";"order_date";"delivery_status";"payment_method";"region";"discount_applied";"email";"signup_date";"gender";"loyalty_tier";"product_name";"category";"launch_date";"base_price";"supplier_code";"revenue"
"O829181";"C00173";"P0025";5;26.69;"2006-07-25";"Delivered";"Credit card";"East";0.05;"russell49@rose-parker.com";"2006-12-24";"Female";"Gold";"Cleaning Product 84";"Cleaning";"2016-07-24";15.24;"S503";126.78
"O681551";"C00173";"P0010";4;44.24;"2006-07-25";"Delivered";"Credit card";"Central";0.0;"russell49@rose-parker.com";"2006-12-24";"Female";"Gold";"Cleaning Product 70";"Cleaning";"2014-08-24";17.72;"S321";176.96
"O125232";"C00173";"P0013";3;10.77;"2006-07-25";"Delayed";"Credit card";"South";0.0;"russell49@rose-parker.com";"2006-12-24";"Female";"Gold";"Cleaning Product 94";"Cleaning";"2017-06-25";36.52;"S914";32.31
"O525820";"C00174";"P0021";4;43.05;"2006-07-25";"Delivered";"Bank transfer";"East";0.15;"harrissierra@duran.com";"2021-08-24";"Other";"Bronze";"Kitchen Product 70";"Kitchen";"2028-09-24";20.23;"S643";146.37
"O652584";"C00174";"P0014";4;27.82;"2006-07-25";"Cancelled";"Credit card";"West";0.2;"harrissierra@duran.com";"2021-08-24";"Other";"Bronze";"Outdoors Product 91";"Outdoors";"2002-02-25";13.22;"S876";89.02
"O372617";"C00174";"P0024";4;10.8;"2006-07-25";"Delivered";"Bank transfer";"Central";0.2;"harrissierra@duran.com";"2021-08-24";"Other";"Bronze";"Storage Product 87";"Storage";"2024-02-25";26.33;"S558";34.56
"O170962";"C00174";"P0022";5;29.66;"2006-07-25";"Delayed";"Paypal";"East";0.2;"harrissierra@duran.com";"2021-08-24";"Other";"Bronze";"Cleaning Product 86";"Cleaning";"2004-10-24";19.77;"S924";118.64
"O528967";"C00174";"P0012";3;32.53;"2006-07-25";"Delivered";"Bank transfer";"West";0.0;"harrissierra@duran.com";"2021-08-24";"Other";"Bronze";"Cleaning Product 29";"Cleaning";"2019-04-25";14.67;"S481";97.59
"O840627";"C00175";"P0023";2;40.51;"2006-07-25";"Delivered";"Credit card";"North";0.15;"lburgess@james.com";"2016-01-25";"Male";"Bronze";"Outdoors Product 32";"Outdoors";"2018-01-25";36.04;"S907";68.87
"O730314";"C00175";"P0016";2;29.08;"2006-07-25";"Delivered";"Bank transfer";"West";0.1;"lburgess@james.com";"2016-01-25";"Male";"Bronze";"Cleaning Product 53";"Cleaning";"2020-02-25";26.71;"S715";52.34
"O185646";"C00175";"P0006";3;41.77;"2006-07-25";"Cancelled";"Bank transfer";"North";0.2;"lburgess@james.com";"2016-01-25";"Male";"Bronze";"Cleaning Product 16";"Cleaning";"2009-10-24";36.06;"S980";100.25
"O952010";"C00175";"P0005";3;45.92;"2006-07-25";"Delivered";"Credit card";"West";0.05;"lburgess@james.com";"2016-01-25";"Male";"Bronze";"Personal Care Product 1";"Personal Care";"2020-10-24";31.1;"S559";130.87
"O420577";"C00176";"P0011";2;25.53;"2006-07-25";"Delivered";"Credit card";"West";0.0;"sandersjudy@yahoo.com";"2013-07-24";"Other";"Bronze";"Kitchen Product 53";"Kitchen";"2025-03-25";11.08;"S645";51.06
"O592365";"C00176";"P0028";1;38.55;"2006-07-25";"Delivered";"Credit card";"North";0.0;"sandersjudy@yahoo.com";"2013-07-24";"Other";"Bronze";"Outdoors Product 53";"Outdoors";"2010-04-25";34.28;"S587";38.55
"O268087";"C00176";"P0017";1;16.4;"2006-07-25";"Delayed";"Bank transfer";"Central";0.15;"sandersjudy@yahoo.com";"2013-07-24";"Other";"Bronze";"Personal Care Product 11";"Personal Care";"2016-12-24";16.46;"S594";13.94
"O979006";"C00176";"P0015";1;29.92;"2006-07-25";"Delivered";"Bank transfer";"Central";0.1;"sandersjudy@yahoo.com";"2013-07-24";"Other";"Bronze";"Storage Product 10";"Storage";"2008-08-24";39.21;"S466";26.93
"O706557";"C00177";"P0004";2;28.92;"2006-07-25";"Delayed";"Credit card";"West";0.2;"atkinsbarbara@hotmail.com";"2010-12-24";"Female";"Gold";"Kitchen Product 82";"Kitchen";"2019-04-25";9.13;"S589";46.27
"O834540";"C00177";"P0006";4;23.05;"2006-07-25";"Delivered";"Paypal";"South";0.2;"atkinsbarbara@hotmail.com";"2010-12-24";"Female";"Gold";"Cleaning Product 16";"Cleaning";"2009-10-24";36.06;"S980";73.76
"O288567";"C00177";"P0029";1;21.22;"2006-07-25";"Cancelled";"Bank transfer";"West";0.15;"atkinsbarbara@hotmail.com";"2010-12-24";"Female";"Gold";"Cleaning Product 69";"Cleaning";"2015-03-25";23.41;"S424";18.04
"O812856";"C00178";"P0011";5;28.67;"2006-07-25";"Delayed";"Credit card";"South";0.05;"darius05@gmail.com";"2013-05-25";"Female";"Silver";"Kitchen Product 53";"Kitchen";"2025-03-25";11.08;"S645";136.18
"O362445";"C00178";"P0018";4;20.45;"2006-07-25";"Delivered";"Bank transfer";"Central";0.15;"darius05@gmail.com";"2013-05-25";"Female";"Silver";"Storage Product 37";"Storage";"2018-07-24";6.08;"S767";69.53
"O940904";"C00179";"P0001";4;43.93;"2006-07-25";"Delayed";"Bank transfer";"West";0.1;"christopher13@yahoo.com";"2019-02-25";"Female";"Gold";"Storage Product 39";"Storage";"2011-03-25";15.88;"S339";158.15
"O356539";"C00179";"P0022";5;45.27;"2006-07-25";"Delayed";"Credit card";"West";0.1;"christopher13@yahoo.com";"2019-02-25";"Female";"Gold";"Cleaning Product 86";"Cleaning";"2004-10-24";19.77;"S924";203.72
"O132874";"C00179";"P0017";1;22.7;"2006-07-25";"Cancelled";"Paypal";"West";0.2;"christopher13@yahoo.com";"2019-02-25";"Female";"Gold";"Personal Care Product 11";"Personal Care";"2016-12-24";16.46;"S594";18.16
"O918997";"C00179";"P0015";2;40.85;"2006-07-25";"Delivered";"Credit card";"East";0.0;"christopher13@yahoo.com";"2019-02-25";"Female";"Gold";"Storage Product 10";"Storage";"2008-08-24";39.21;"S466";81.7
"O657375";"C00179";"P0024";4;32.8;"2006-07-25";"Delayed";"Bank transfer";"South";0.1;"christopher13@yahoo.com";"2019-02-25";"Female";"Gold";"Storage Product 87";"Storage";"2024-02-25";26.33;"S558";118.08
"O216058";"C00179";"P0029";1;40.52;"2006-07-25";"Delayed";"Bank transfer";"South";0.15;"christopher13@yahoo.com";"2019-02-25";"Female";"Gold";"Cleaning Product 69";"Cleaning";"2015-03-25";23.41;"S424";34.44
"O312239";"C00180";"P0030";5;37.86;"2006-07-25";"Delayed";"Bank transfer";"West";0.05;"fosterkyle@yahoo.com";"2030-09-24";"Other";"Gold";"Cleaning Product 72";"Cleaning";"2004-04-25";9.77;"S455";179.84
"O999888";"C00180";"P0024";5;29.85;"2006-07-25";"Delayed";"Credit card";"North";0.0;"fosterkyle@yahoo.com";"2030-09-24";"Other";"Gold";"Storage Product 87";"Storage";"2024-02-25";26.33;"S558";149.25
"O793547";"C00180";"P0019";4;21.91;"2006-07-25";"Cancelled";"Credit card";"North";0.05;"fosterkyle@yahoo.com";"2030-09-24";"Other";"Gold";"Kitchen Product 42";"Kitchen";"2017-07-24";30.3;"S993";83.26
"O189730";"C00180";"P0022";4;28.47;"2006-07-25";"Delayed";"Credit card";"East";0.2;"fosterkyle@yahoo.com";"2030-09-24";"Other";"Gold";"Cleaning Product 86";"Cleaning";"2004-10-24";19.77;"S924";91.1
"O502404";"C00180";"P0014";4;32.13;"2006-07-25";"Delayed";"Credit card";"West";0.2;"fosterkyle@yahoo.com";"2030-09-24";"Other";"Gold";"Outdoors Product 91";"Outdoors";"2002-02-25";13.22;"S876";102.82
"O627148";"C00180";"P0022";4;17.33;"2006-07-25";"Delayed";"Bank transfer";"South";0.0;"fosterkyle@yahoo.com";"2030-09-24";"Other";"Gold";"Cleaning Product 86";"Cleaning";"2004-10-24";19.77;"S924";69.32
"O535844";"C00181";"P0021";2;10.47;"2006-07-25";"Cancelled";"Paypal";"South";0.0;"charlesschultz@hotmail.com";"2020-01-25";"Other";"Bronze";"Kitchen Product 70";"Kitchen";"2028-09-24";20.23;"S643";20.94
"O930204";"C00181";"P0012";2;31.94;"2006-07-25";"Delayed";"Paypal";"Central";0.0;"charlesschultz@hotmail.com";"2020-01-25";"Other";"Bronze";"Cleaning Product 29";"Cleaning";"2019-04-25";14.67;"S481";63.88
"O250174";"C00181";"P0011";2;24.53;"2006-07-25";"Delayed";"Bank transfer";"South";0.1;"charlesschultz@hotmail.com";"2020-01-25";"Other";"Bronze";"Kitchen Product 53";"Kitchen";"2025-03-25";11.08;"S645";44.15
"O279565";"C00183";"P0011";1;8.62;"2006-07-25";"Delayed";"Bank transfer";"East";0.1;"thompsonkendra@marshall-elliott.org";"2027-12-24";"Female";"Gold";"Kitchen Product 53";"Kitchen";"2025-03-25";11.08;"S645";7.76
"O434424";"C00183";"P0028";2;19.38;"2006-07-25";"Cancelled";"Credit card";"North";0.0;"thompsonkendra@marshall-elliott.org";"2027-12-24";"Female";"Gold";"Outdoors Product 53";"Outdoors";"2010-04-25";34.28;"S587";38.76
"O275532";"C00183";"P0022";2;8.07;"2006-07-25";"Delivered";"Paypal";"South";0.15;"thompsonkendra@marshall-elliott.org";"2027-12-24";"Female";"Gold";"Cleaning Product 86";"Cleaning";"2004-10-24";19.77;"S924";13.72
"O230960";"C00183";"P0029";1;32.59;"2006-07-25";"Delivered";"Credit card";"South";0.05;"thompsonkendra@marshall-elliott.org";"2027-12-24";"Female";"Gold";"Cleaning Product 69";"Cleaning";"2015-03-25";23.41;"S424";30.96
"O116663";"C00184";"P0018";3;42.31;"2006-07-25";"Delayed";"Credit card";"Central";0.15;"edward17@yahoo.com";"2008-03-25";"Female";"Silver";"Storage Product 37";"Storage";"2018-07-24";6.08;"S767";107.89
"O804552";"C00184";"P0027";3;31.04;"2006-07-25";"Delivered";"Credit card";"East";0.15;"edward17@yahoo.com";"2008-03-25";"Female";"Silver";"Outdoors Product 55";"Outdoors";"2021-09-24";23.05;"S127";79.15
"O928454";"C00184";"P0027";1;26.02;"2006-07-25";"Cancelled";"Credit card";"West";0.0;"edward17@yahoo.com";"2008-03-25";"Female";"Silver";"Outdoors Product 55";"Outdoors";"2021-09-24";23.05;"S127";26.02
"O545533";"C00184";"P0006";2;25.85;"2006-07-25";"Delayed";"Credit card";"South";0.0;"edward17@yahoo.com";"2008-03-25";"Female";"Silver";"Cleaning Product 16";"Cleaning";"2009-10-24";36.06;"S980";51.7
"O442355";"C00185";"P0001";4;28.59;"2006-07-25";"Delivered";"Credit card";"South";0.1;"brittany58@gmail.com";"2003-11-24";"Male";"Silver";"Storage Product 39";"Storage";"2011-03-25";15.88;"S339";102.92
"O470181";"C00185";"P0018";2;39.47;"2006-07-25";"Delivered";"Credit card";"North";0.15;"brittany58@gmail.com";"2003-11-24";"Male";"Silver";"Storage Product 37";"Storage";"2018-07-24";6.08;"S767";67.1
"O525097";"C00185";"P0010";5;34.32;"2006-07-25";"Delivered";"Bank transfer";"Central";0.1;"brittany58@gmail.com";"2003-11-24";"Male";"Silver";"Cleaning Product 70";"Cleaning";"2014-08-24";17.72;"S321";154.44
"O184863";"C00186";"P0013";5;8.76;"2006-07-25";"Delayed";"Paypal";"North";0.05;"xjohnson@yahoo.com";"2004-08-24";"Female";"Silver";"Cleaning Product 94";"Cleaning";"2017-06-25";36.52;"S914";41.61
"O656468";"C00186";"P0004";5;28.82;"2006-07-25";"Delivered";"Credit card";"North";0.05;"xjohnson@yahoo.com";"2004-08-24";"Female";"Silver";"Kitchen Product 82";"Kitchen";"2019-04-25";9.13;"S589";136.89
"O913839";"C00186";"P0020";3;47.91;"2006-07-25";"Cancelled";"Paypal";"East";0.1;"xjohnson@yahoo.com";"2004-08-24";"Female";"Silver";"Cleaning Product 40";"Cleaning";"2011-08-24";30.27;"S492";129.36
"O858056";"C00187";"P0025";5;39.65;"2006-07-25";"Delayed";"Credit card";"North";0.0;"jford@huang.com";"2007-11-24";"Female";"Gold";"Cleaning Product 84";"Cleaning";"2016-07-24";15.24;"S503";198.25
"O693479";"C00187";"P0028";5;28.11;"2006-07-25";"Delivered";"Credit card";"West";0.1;"jford@huang.com";"2007-11-24";"Female";"Gold";"Outdoors Product 53";"Outdoors";"2010-04-25";34.28;"S587";126.5
"O380112";"C00188";"P0002";3;19.03;"2006-07-25";"Delayed";"Paypal";"East";0.0;"susanhayes@yahoo.com";"2009-04-25";"Female";"Gold";"Cleaning Product 82";"Cleaning";"2018-08-24";34.23;"S974";57.09
"O878285";"C00188";"P0021";4;37.65;"2006-07-25";"Delivered";"Credit card";"East";0.2;"susanhayes@yahoo.com";"2009-04-25";"Female";"Gold";"Kitchen Product 70";"Kitchen";"2028-09-24";20.23;"S643";120.48
"O132177";"C00189";"P0024";5;27.74;"2006-07-25";"Cancelled";"Credit card";"West";0.15;"benjaminzimmerman@warren-bishop.com";"2027-11-24";"Male";"Bronze";"Storage Product 87";"Storage";"2024-02-25";26.33;"S558";117.89
"O710758";"C00189";"P0013";4;22.22;"2006-07-25";"Delayed";"Bank transfer";"South";0.2;"benjaminzimmerman@warren-bishop.com";"2027-11-24";"Male";"Bronze";"Cleaning Product 94";"Cleaning";"2017-06-25";36.52;"S914";71.1
"O237777";"C00189";"P0009";2;49.88;"2006-07-25";"Delivered";"Credit card";"East";0.15;"benjaminzimmerman@warren-bishop.com";"2027-11-24";"Male";"Bronze";"Outdoors Product 13";"Outdoors";"2018-04-25";8.0;"S695";84.8
"O212788";"C00190";"P0011";3;28.68;"2006-07-25";"Delivered";"Credit card";"Central";0.15;"vortiz@hotmail.com";"2023-02-25";"Male";"Gold";"Kitchen Product 53";"Kitchen";"2025-03-25";11.08;"S645";73.13
"O401865";"C00190";"P0025";2;44.43;"2006-07-25";"Cancelled";"Bank transfer";"South";0.0;"vortiz@hotmail.com";"2023-02-25";"Male";"Gold";"Cleaning Product 84";"Cleaning";"2016-07-24";15.24;"S503";88.86
"O452746";"C00190";"P0021";4;49.92;"2006-07-25";"Delivered";"Bank transfer";"East";0.1;"vortiz@hotmail.com";"2023-02-25";"Male";"Gold";"Kitchen Product 70";"Kitchen";"2028-09-24";20.23;"S643";179.71
"O166025";"C00190";"P0007";1;29.97;"2006-07-25";"Delayed";"Paypal";"East";0.1;"vortiz@hotmail.com";"2023-02-25";"Male";"Gold";"Personal Care Product 64";"Personal Care";"2030-09-24";33.63;"S379";26.97
"O638902";"C00190";"P0017";4;41.12;"2006-07-25";"Delayed";"Credit card";"North";0.1;"vortiz@hotmail.com";"2023-02-25";"Male";"Gold";"Personal Care Product 11";"Personal Care";"2016-12-24";16.46;"S594";148.03
"O310609";"C00191";"P0013";4;16.01;"2006-07-25";"Delayed";"Paypal";"West";0.0;"cameron18@hughes.org";"2010-06-25";"Other";"Silver";"Cleaning Product 94";"Cleaning";"2017-06-25";36.52;"S914";64.04
"O375403";"C00191";"P0027";1;33.41;"2006-07-25";"Delayed";"Credit card";"Central";0.1;"cameron18@hughes.org";"2010-06-25";"Other";"Silver";"Outdoors Product 55";"Outdoors";"2021-09-24";23.05;"S127";30.07
"O739468";"C00191";"P0011";3;46.21;"2006-07-25";"Delivered";"Bank transfer";"West";0.2;"cameron18@hughes.org";"2010-06-25";"Other";"Silver";"Kitchen Product 53";"Kitchen";"2025-03-25";11.08;"S645";110.9
"O174098";"C00191";"P0011";4;29.47;"2006-07-25";"Cancelled";"Credit card";"West";0.05;"cameron18@hughes.org";"2010-06-25";"Other";"Silver";"Kitchen Product 53";"Kitchen";"2025-03-25";11.08;"S645";111.99
"O959381";"C00191";"P0030";4;18.9;"2006-07-25";"Delayed";"Bank transfer";"Central";0.2;"cameron18@hughes.org";"2010-06-25";"Other";"Silver";"Cleaning Product 72";"Cleaning";"2004-04-25";9.77;"S455";60.48
"O846865";"C00191";"P0027";4;47.47;"2006-07-25";"Delivered";"Bank transfer";"East";0.0;"cameron18@hughes.org";"2010-06-25";"Other";"Silver";"Outdoors Product 55";"Outdoors";"2021-09-24";23.05;"S127";189.88
"O414111";"C00192";"P0027";5;29.64;"2006-07-25";"Delivered";"Credit card";"South";0.05;"christopher25@ponce-hale.biz";"2025-08-24";"Female";"Gold";"Outdoors Product 55";"Outdoors";"2021-09-24";23.05;"S127";140.79
"O854437";"C00192";"P0021";3;26.22;"2006-07-25";"Cancelled";"Credit card";"Central";0.05;"christopher25@ponce-hale.biz";"2025-08-24";"Female";"Gold";"Kitchen Product 70";"Kitchen";"2028-09-24";20.23;"S643";74.73
"O431681";"C00192";"P0023";3;38.66;"2006-07-25";"Delivered";"Credit card";"South";0.15;"christopher25@ponce-hale.biz";"2025-08-24";"Female";"Gold";"Outdoors Product 32";"Outdoors";"2018-01-25";36.04;"S907";98.58
"O536236";"C00192";"P0019";3;32.04;"2006-07-25";"Delivered";"Paypal";"Central";0.0;"christopher25@ponce-hale.biz";"2025-08-24";"Female";"Gold";"Kitchen Product 42";"Kitchen";"2017-07-24";30.3;"S993";96.12
"O998205";"C00193";"P0015";4;46.57;"2006-07-25";"Delivered";"Credit card";"South";0.15;"angelica52@warner.net";"2011-08-24";"Female";"Gold";"Storage Product 10";"Storage";"2008-08-24";39.21;"S466";158.34
"O973280";"C00194";"P0015";1;18.59;"2006-07-25";"Delayed";"Credit card";"West";0.0;"andrew42@gmail.com";"2015-11-24";"Female";"Gold";"Storage Product 10";"Storage";"2008-08-24";39.21;"S466";18.59
"O593460";"C00194";"P0030";2;8.42;"2006-07-25";"Delayed";"Bank transfer";"Central";0.05;"andrew42@gmail.com";"2015-11-24";"Female";"Gold";"Cleaning Product 72";"Cleaning";"2004-04-25";9.77;"S455";16.0
"O979156";"C00195";"P0018";2;11.29;"2006-07-25";"Delayed";"Paypal";"North";0.15;"jeremytaylor@gmail.com";"2028-10-24";"Female";"Silver";"Storage Product 37";"Storage";"2018-07-24";6.08;"S767";19.19
"O378625";"C00195";"P0023";4;35.45;"2006-07-25";"Delivered";"Bank transfer";"North";0.1;"jeremytaylor@gmail.com";"2028-10-24";"Female";"Silver";"Outdoors Product 32";"Outdoors";"2018-01-25";36.04;"S907";127.62
"O778545";"C00195";"P0001";2;27.55;"2006-07-25";"Cancelled";"Credit card";"West";0.0;"jeremytaylor@gmail.com";"2028-10-24";"Female";"Silver";"Storage Product 39";"Storage";"2011-03-25";15.88;"S339";55.1
"O406891";"C00196";"P0021";2;14.61;"2006-07-25";"Cancelled";"Bank transfer";"South";0.0;"stanleynancy@anderson.org";"2016-05-25";"Female";"Gold";"Kitchen Product 70";"Kitchen";"2028-09-24";20.23;"S643";29.22
"O259687";"C00196";"P0018";4;21.52;"2006-07-25";"Delivered";"Credit card";"East";0.05;"stanleynancy@anderson.org";"2016-05-25";"Female";"Gold";"Storage Product 37";"Storage";"2018-07-24";6.08;"S767";81.78
"O424255";"C00196";"P0011";4;25.0;"2006-07-25";"Cancelled";"Credit card";"Central";0.1;"stanleynancy@anderson.org";"2016-05-25";"Female";"Gold";"Kitchen Product 53";"Kitchen";"2025-03-25";11.08;"S645";90.0
"O202634";"C00197";"P0025";1;34.16;"2006-07-25";"Delayed";"Paypal";"West";0.15;"xwilliams@ball.info";"2004-10-24";"Other";"Gold";"Cleaning Product 84";"Cleaning";"2016-07-24";15.24;"S503";29.04
"O405129";"C00197";"P0004";2;25.81;"2006-07-25";"Delayed";"Credit card";"Central";0.15;"xwilliams@ball.info";"2004-10-24";"Other";"Gold";"Kitchen Product 82";"Kitchen";"2019-04-25";9.13;"S589";43.88
"O313762";"C00197";"P0006";5;49.64;"2006-07-25";"Delivered";"Credit card";"East";0.2;"xwilliams@ball.info";"2004-10-24";"Other";"Gold";"Cleaning Product 16";"Cleaning";"2009-10-24";36.06;"S980";198.56
"O671288";"C00197";"P0014";4;15.06;"2006-07-25";"Delayed";"Credit card";"North";0.0;"xwilliams@ball.info";"2004-10-24";"Other";"Gold";"Outdoors Product 91";"Outdoors";"2002-02-25";13.22;"S876";60.24
"O800103";"C00198";"P0023";1;26.72;"2006-07-25";"Delayed";"Bank transfer";"Central";0.05;"tammy73@gregory-hudson.info";"2001-01-25";"Male";"Gold";"Outdoors Product 32";"Outdoors";"2018-01-25";36.04;"S907";25.38
"O917531";"C00198";"P0027";4;46.36;"2006-07-25";"Delayed";"Paypal";"Central";0.05;"tammy73@gregory-hudson.info";"2001-01-25";"Male";"Gold";"Outdoors Product 55";"Outdoors";"2021-09-24";23.05;"S127";176.17
"O534353";"C00198";"P0013";4;29.21;"2006-07-25";"Delayed";"Bank transfer";"South";0.15;"tammy73@gregory-hudson.info";"2001-01-25";"Male";"Gold";"Cleaning Product 94";"Cleaning";"2017-06-25";36.52;"S914";99.31
"O365227";"C00199";"P0022";5;29.74;"2006-07-25";"Delivered";"Paypal";"West";0.05;"ashaw@gmail.com";"2019-05-25";"Female";"Gold";"Cleaning Product 86";"Cleaning";"2004-10-24";19.77;"S924";141.27
"O245517";"C00199";"P0018";1;33.19;"2006-07-25";"Delivered";"Credit card";"North";0.2;"ashaw@gmail.com";"2019-05-25";"Female";"Gold";"Storage Product 37";"Storage";"2018-07-24";6.08;"S767";26.55
"O723619";"C00200";"P0009";3;46.53;"2006-07-25";"Cancelled";"Bank transfer";"East";0.05;"moniquewilliams@sawyer-spencer.com";"2008-04-25";"Male";"Bronze";"Outdoors Product 13";"Outdoors";"2018-04-25";8.0;"S695";132.61
"O475776";"C00200";"P0003";3;44.43;"2006-07-25";"Delayed";"Paypal";"South";0.15;"moniquewilliams@sawyer-spencer.com";"2008-04-25";"Male";"Bronze";"Cleaning Product 85";"Cleaning";"2015-07-24";7.92;"S745";113.3
"O359655";"C00201";"P0020";5;19.41;"2006-07-25";"Delivered";"Paypal";"West";0.15;"christopher24@whitehead-hernandez.biz";"2010-08-24";"Female";"Gold";"Cleaning Product 40";"Cleaning";"2011-08-24";30.27;"S492";82.49
"O961508";"C00201";"P0021";4;38.15;"2006-07-25";"Delayed";"Paypal";"East";0.0;"christopher24@whitehead-hernandez.biz";"2010-08-24";"Female";"Gold";"Kitchen Product 70";"Kitchen";"2028-09-24";20.23;"S643";152.6
"O411881";"C00201";"P0019";3;12.56;"2006-07-25";"Delivered";"Credit card";"East";0.0;"christopher24@whitehead-hernandez.biz";"2010-08-24";"Female";"Gold";"Kitchen Product 42";"Kitchen";"2017-07-24";30.3;"S993";37.68
"O671561";"C00202";"P0011";2;40.55;"2006-07-25";"Delivered";"Credit card";"East";0.2;"bwilkerson@brown-shaw.com";"2002-12-24";"Female";"Bronze";"Kitchen Product 53";"Kitchen";"2025-03-25";11.08;"S645";64.88
"O950094";"C00202";"P0027";2;38.47;"2006-07-25";"Delivered";"Credit card";"South";0.2;"bwilkerson@brown-shaw.com";"2002-12-24";"Female";"Bronze";"Outdoors Product 55";"Outdoors";"2021-09-24";23.05;"S127";61.55
"O572101";"C00202";"P0018";4;38.09;"2006-07-25";"Cancelled";"Credit card";"West";0.05;"bwilkerson@brown-shaw.com";"2002-12-24";"Female";"Bronze";"Storage Product 37";"Storage";"2018-07-24";6.08;"S767";144.74
"O388949";"C00202";"P0005";2;45.61;"2006-07-25";"Delayed";"Credit card";"North";0.15;"bwilkerson@brown-shaw.com";"2002-12-24";"Female";"Bronze";"Personal Care Product 1";"Personal Care";"2020-10-24";31.1;"S559";77.54
"O420008";"C00203";"P0025";5;22.29;"2006-07-25";"Delivered";"Credit card";"South";0.15;"jeffrey51@santos.com";"2027-06-25";"Female";"Gold";"Cleaning Product 84";"Cleaning";"2016-07-24";15.24;"S503";94.73
"O596820";"C00203";"P0003";3;14.23;"2006-07-25";"Cancelled";"Credit card";"Central";0.0;"jeffrey51@santos.com";"2027-06-25";"Female";"Gold";"Cleaning Product 85";"Cleaning";"2015-07-24";7.92;"S745";42.69
"O870050";"C00204";"P0008";5;26.99;"2006-07-25";"Delivered";"Credit card";"West";0.0;"katherineharrison@hotmail.com";"2008-07-24";"Female";"Silver";"Storage Product 47";"Storage";"2029-08-24";31.96;"S788";134.95
"O547571";"C00204";"P0009";4;9.04;"2006-07-25";"Delayed";"Credit card";"North";0.15;"katherineharrison@hotmail.com";"2008-07-24";"Female";"Silver";"Outdoors Product 13";"Outdoors";"2018-04-25";8.0;"S695";30.74
"O693633";"C00205";"P0008";4;30.77;"2006-07-25";"Delivered";"Credit card";"East";0.15;"scottmary@bentley.com";"2006-10-24";"Female";"Silver";"Storage Product 47";"Storage";"2029-08-24";31.96;"S788";104.62
"O911957";"C00205";"P0006";4;8.62;"2006-07-25";"Delayed";"Credit card";"East";0.1;"scottmary@bentley.com";"2006-10-24";"Female";"Silver";"Cleaning Product 16";"Cleaning";"2009-10-24";36.06;"S980";31.03
"O773649";"C00205";"P0009";3;44.82;"2006-07-25";"Delivered";"Paypal";"West";0.05;"scottmary@bentley.com";"2006-10-24";"Female";"Silver";"Outdoors Product 13";"Outdoors";"2018-04-25";8.0;"S695";127.74
"O534102";"C00206";"P0022";4;11.65;"2006-07-25";"Delivered";"Credit card";"South";0.05;"williamsrobert@hotmail.com";"2030-12-24";"Other";"Gold";"Cleaning Product 86";"Cleaning";"2004-10-24";19.77;"S924";44.27
"O704747";"C00207";"P0021";1;35.63;"2006-07-25";"Delivered";"Bank transfer";"South";0.0;"copelandvincent@smith.com";"2027-10-24";"Female";"Gold";"Kitchen Product 70";"Kitchen";"2028-09-24";20.23;"S643";35.63
"O720749";"C00207";"P0011";3;17.41;"2006-07-25";"Cancelled";"Credit card";"West";0.1;"copelandvincent@smith.com";"2027-10-24";"Female";"Gold";"Kitchen Product 53";"Kitchen";"2025-03-25";11.08;"S645";47.01
"O638698";"C00208";"P0025";1;19.22;"2006-07-25";"Delivered";"Paypal";"East";0.2;"mendezjohn@yahoo.com";"2016-09-24";"Female";"Silver";"Cleaning Product 84";"Cleaning";"2016-07-24";15.24;"S503";15.38
"O888039";"C00208";"P0001";5;48.76;"2006-07-25";"Cancelled";"Bank transfer";"South";0.0;"mendezjohn@yahoo.com";"2016-09-24";"Female";"Silver";"Storage Product 39";"Storage";"2011-03-25";15.88;"S339";243.8
"O283531";"C00208";"P0012";4;34.66;"2006-07-25";"Delivered";"Bank transfer";"East";0.1;"mendezjohn@yahoo.com";"2016-09-24";"Female";"Silver";"Cleaning Product 29";"Cleaning";"2019-04-25";14.67;"S481";124.78
"O230245";"C00209";"P0001";3;37.51;"2006-07-25";"Cancelled";"Credit card";"West";0.05;"carlos88@hartman.info";"2022-07-24";"Male";"Silver";"Storage Product 39";"Storage";"2011-03-25";15.88;"S339";106.9
"O671877";"C00209";"P0025";1;21.47;"2006-07-25";"Delivered";"Bank transfer";"Central";0.15;"carlos88@hartman.info";"2022-07-24";"Male";"Silver";"Cleaning Product 84";"Cleaning";"2016-07-24";15.24;"S503";18.25
"O790157";"C00209";"P0023";1;44.14;"2006-07-25";"Delayed";"Bank transfer";"East";0.05;"carlos88@hartman.info";"2022-07-24";"Male";"Silver";"Outdoors Product 32";"Outdoors";"2018-01-25";36.04;"S907";41.93
"O997877";"C00210";"P0018";3;48.04;"2006-07-25";"Delivered";"Paypal";"West";0.05;"jon05@gmail.com";"2016-11-24";"Female";"Silver";"Storage Product 37";"Storage";"2018-07-24";6.08;"S767";136.91
"O444837";"C00210";"P0027";2;40.33;"2006-07-25";"Delayed";"Credit card";"West";0.1;"jon05@gmail.com";"2016-11-24";"Female";"Silver";"Outdoors Product 55";"Outdoors";"2021-09-24";23.05;"S127";72.59
"O449804";"C00210";"P0005";5;31.49;"2006-07-25";"Delivered";"Credit card";"North";0.15;"jon05@gmail.com";"2016-11-24";"Female";"Silver";"Personal Care Product 1";"Personal Care";"2020-10-24";31.1;"S559";133.83
